,char_line
10563,"kramer: he'd be perfect for my movie. this is a once-in-a-lifetime opportunity. (takes a deep breath) i gotta go over there, i gotta give him a copy of my treatment."
10564,"kramer: well, i'm just a little nervous. ok, i gotta relax. phew. wish me luck, huh? kramer gets up and approaches fred savage who's sitting at a table nearby."
10565,"kramer: hey. oh, did i frighten you? i'm not crazy. i mean, i may look weird, but i'm just like you, i'm just a regular guy just trying to make it in this business. you know i really like your work, the, uh..."
10566,"kramer: yeah, i can't remember the name of it."
10568,"kramer: yeah, my mind's a blank, i'm sorta nervous, you know, uh..."
10569,"fred: that's ok. relax, relax."
10570,"kramer: ok, but i got this... kramer lifts his leg and places his foot on a low table and the table collapses."
10571,"kramer: stupid table. you know, i'm not normally like this, usually i'm very cool and charming, i don't mean to bother you or anything but i think it's fate that you happened to be here at the same time as me."
10572,"fred: yeah, its fate, you know, can't avoid your fate."
10573,kramer: i got this treatment i think you'll be great in.
10575,kramer: so i'd like to give it to you.
10576,"fred: yeah, thank you, thanks a lot. bye!"
10577,"kramer: alright, excuse me. uh wait, wait. fred takes the treatment and bolts for the door. after he leaves, kramer gives the rest of the patrons a thumbs-up. george and jerry are in their hotel room. jerry's on the telephone."
10578,"jerry: yeah, kramer. k-r-a-m-e-r. uh, i don't know, wavy? george, how would you describe kramer's hair?"
10579,george: curly.
10580,jerry: wavy.
10581,george: what'd you ask me for?
10582,"jerry: yeah, i'll hold on. hey george, did you see a piece of paper i had on the nightstand here, like crumpled up, like a napkin?"
10584,"jerry: 'cause i had like three jokes on it, they were all perfectly worded just the way i wanted to have it. can't find it. hello?"
10585,"george: hey, a shoe buffing machine!"
10586,"jerry: i don't know, 6-3, george, how tall is kramer?"
10587,"george: you got your own shampoo, conditioner, body lotion! jerry, body lotion!"
10588,jerry: about 6-3.
10589,"george: ooh, a shower cap!"
10590,jerry: coming. george walks to the door wearing a shower cap.
10591,lupe: hello. i have more towels.
10592,"george: oh good, good, come in. come in, welcome. i'm george. and this is jerry, over there, on the phone, that's jerry. and you are, um?"
10593,lupe: lupe.
10594,"george: lupe. that's very nice, very nice. listen, are you going to be making up the bed in the morning?"
10596,george: fine. excellent. could you do me a favor? could you not tuck the blankets in? 'cause i can't sleep all tucked in.
10597,"lupe: oh, yes, yes."
10598,"george: yes, i like to just be able to take the blankets and swish them and swirl them, you know what i mean? you know, i don't like being all tucked in. i like to have a lot of room, you know i like to have my toes pointed up in the air. just like to scrunch up the blankets."
10599,"lupe: yes, yes. it's too tight to sleep."
10600,"george: exactly, you know what i'm talking about, right?"
10601,lupe: it's too tight. (gesturing towards jerry) him too?
10602,"george: uh, jerry, you want your blankets tucked in?"
10603,"jerry: excuse me, what?"
10604,george: you want your blankets tucked in?
10605,jerry: what blankets?
10606,george: when lupe makes up the beds in the morning.
10607,"jerry: i don't know, whatever they do."
10608,lupe: i tuck in? yes?
10609,"jerry: tuck in, tuck in."
10610,"george: alright, so that's one tuck and one no-tuck."
10612,"george: yeah. one second sweetheart. jerry, i really think it'd be easier if you didn't tuck."
10613,"jerry: excuse me, fine, you don't want me to tuck, put me down for a no-tuck."
10614,george: two no-tucks.
10615,"jerry: uh, hang on a second, you know what? changed my mind, make it a tuck."
10616,george: you just said you weren't tucking.
10617,jerry: i'm tucking! hello? hello? they hung up on me. they don't know where kramer is anyway.
10618,"george: alrighty, so. that's one tuck and one no-tuck. got that?"
10619,"jerry: excuse me, um, did you see a piece of paper on the nightstand here earlier today crumpled up like a napkin?"
10620,"lupe: oh, yes, yes. i throw away when we clean the room."
10621,"jerry: oh, okay, thanks."
10624,lupe: bye-bye.
10625,"george: alright, lupe, bye-bye now."
10626,lupe: bye.
10627,george: bye-bye. lupe exits.
10628,"jerry: i can't believe she threw that out. i had like the perfect wording of a whole joke i was gonna do about the x-ray counter at the airport, i was gonna do it on the tonight show, now i can't remember it."
10629,"george: well what did you want her to do, you left it on the night table."
10630,jerry: they're not supposed to just take everything and throw it out!
10631,"george: hey, hey, hey! it's not lupe's fault, you shouldn't have left it out."
10632,"jerry: alright, just get your thing together and let's get out of here."
10633,"george: alright, now. what mood am i in, what mood am i in? cut to jerry and george in the car, continuing their discussion."
10634,george: you shouldn't have tucked.
10635,jerry: i like it tucked.
10636,"george: nobody tucks anymore. as jerry drives past, kramer exits a printing shop, gets into his car and drives off, spilling dozens of 8""x10"" publicity photos. a police office notices this and picks up one of the photos. another murder scene. a police officer pulls a blanket over the body's head, but we catch a glimpse of the dead girl; it's chelsea, kramer's friend from the auditions. the same two lieutenants as before are just arriving."
10637,"officer: hey, lieutenant."
10639,officer: this was found on her person.
10640,lt. martel: on her person? what kind of expression is that?
10641,"officer: i don't know, sir. police lingo."
10642,"lt. martel: oh yeah? what's your name, son."
10643,officer: ross.
10644,"lt. martel: ross. do you see that person there, ross?"
10645,officer: yes sir.
10646,lt. martel: she's dead. have you got that?
10648,lt. martel: good. now get out of here before you find yourself on transit patrol writing tickets to senior citizens with fake bus passes.
10649,"officer: yes sir. the lt. examines the evidence. it's a title page that says ""the keys"" a movie treatment by kramer. the paper is torn so that the space where kramer's first name was is missing."
10650,lt. martel: i think we just caught a break. jerry and george are at the nbc studio.
10651,"george: this is very exciting! you're on the tonight show, nbc, who else is on the show?"
10653,george: might meet a celebrity.
10654,jerry: i can't believe she threw out my napkin.
10655,"george: what are you worried about, you know it."
10656,jerry: you gonna be alright here?
10657,"george: yeah yeah yeah yeah, go. go about your business, i'll just wander around."
10658,"jerry: alright, don't wander too far, i'll meet you back here in fifteen minutes."
10659,"george: go, go, go, don't worry about it. jerry leaves and corbin bernsen enters through a stage door. he stands near george, obviously waiting for someone."
10660,george: hey. (pointing at him) corbin bernsen.
10661,george: big fan! big fan.
10662,"george: hey, you grew a beard, huh?"
10663,"george: hey. you know, do i have a case for you guys to do on l.a. law."
10664,"george: ...so mind you, at this point i'm only going out with her two or three weeks. so she goes out of town and she asks me to feed her cat. so at this time, there's a lot of stuff going on in my life and, uh, it slips my mind for a few days. maybe a week. not a week, five, six days."
10665,"george: well, it's the damnedest thing. the cat dies. so she comes back into town, she finds the cat lying on the carpet stiff as a board."
10666,"george: that's what she says. i say, listen. it was an old cat. it died of natural causes. so get this, now she tells me that i gotta buy her a brand new cat. i say listen, honey. first of all, it was a pretty old cat. i'm not gonna buy you a brand new cat to replace an old dying cat. and second of all, i go out to the garbage, i find you a new cat in fifteen seconds. i say, you show me an autopsy report that says this cat died of starvation, i spring for a new cat. so she says something to me, like, uh, i dunno, get the hell out of here, and she breaks up with me. now don't you think that would be a great case on l.a. law? corbin bernsen just stares at george. flash forward, george is now talking with george wendt in the same hallway."
10667,george: i don't wanna tell you how to run your show.
10668,"george: but really, it's enough with the bar already."
