,character,line
85,ELAINE,"Well, it's, I really wanted to see Prognosis Negative with Jerry, uh, you wanna see Ponce de Leon?"
86,GEORGE,Ponce de Leon? Okay. (to Jerry) You sure you don't wanna go?
87,JERRY,I want to but I can't.
88,ELAINE,Oh! I tell you what. How about if I come back here first and I clean everything up and I open up the windows and if you're still not satisfied we can switch apartments for the night.
89,JERRY,No.
90,GEORGE,What about this--
91,JERRY,"Forget it. Go ahead, you'll have a good time."
92,ELAINE,"I know, it's not that."
93,GEORGE,It's just we want you to go.
94,JERRY,"Well, thank you very much. I'm telling you, one more day stinkbreath! On my block, a lot of people walk their dogs, and I always see them walking along with their little poop bags, which to me is just the lowest function of human life. If aliens are watching this through telescopes, they're gonna think the dogs are the leaders. If you see two life forms, one of them's making a poop, the other one's carrying it for him, who would you assume was in charge? New scene. George and Elaine are at the coffee shop after seeing Ponce De Leon. They're obviously uncomfortable alone together."
95,GEORGE,So how long did you live there?
96,ELAINE,About three years.
97,GEORGE,That's pretty long.
98,ELAINE,Hmm.
99,GEORGE,"It's not that long, really."
100,ELAINE,"Yeah. An uncomfortable silence ensues. They both speak at the same time, then stop. Another silence."
101,GEORGE,And then you came here.
102,ELAINE,Yeah. So I've been here about six years.
103,GEORGE,"Eighty-six, eighty-seven, eighty-eight, eighty-nine, ninety, ninety-one... Yup. New scene. Jerry vs. Farfel, part II"
104,JERRY,"Bad dog! Bad dog! You go outside! Outside!! What do you want from me? Tell me! Money, you want money? I'll give you money, how much?! New scene. Kramer is breaking up with his girlfriend."
105,KRAMER,"I must have been out of my mind. Look at you. Why don't you do something with your life? Sit around here all day, you contribute nothing to society. You're just taking up space. How could I be with someone like you? Couldn't respect myself. New scene. Monk's, Elaine and George are as bored as before."
106,GEORGE,I like herbal tea. Elaine yawns.
107,GEORGE,Chamomile's good. Lemon Lift. Almond Pleasure.
108,ELAINE,Jerry likes Morning Thunder.
109,GEORGE,Jerry drinks Morning Thunder?
110,ELAINE,Yeah.
111,GEORGE,"Morning Thunder has caffeine in it, Jerry doesn't drink caffeine."
112,ELAINE,Jerry doesn't know Morning Thunder has caffeine in it.
113,GEORGE,You don't tell him?
114,ELAINE,"No. And you should see him, man, he gets all hyper, he doesn't even know why, he loves it! He walks around, going, ""God, I feel great!"""
115,GEORGE,You don't tell him?
116,ELAINE,No.
117,GEORGE,That is so funny!
118,ELAINE,I know!
119,GEORGE,"Wait, have you ever seen him throw up?! They both make the same convulsive gestures together and break out in more laughter. New scene. Kramer has had a change of heart."
120,KRAMER,"Please! Please!! I take it all back, everything! I take it all back, every word! I love you! I love *you*! I can't live without you, I'll do anything! New scene. Jerry's at his apartment, on the phone, Farfel is barking."
121,JERRY,"That's right, Gavin Palone. What? Are you sure? He was released on Monday? *Last* Monday? Did he leave a phone number or address? Unbelievable. Well thank you, thanks, thanks very much. (Hangs up) That's it, Farfel! Party's over! Start packing up your little squeeze toys buddy boy, you're checking out! New scene. Jerry and Elaine are cleaning Jerry's apartment."
122,ELAINE,It was weird because George and I get along so great in so many situations but this is the first time we ever really went one-on-one.
123,JERRY,"Oh, one-on-one's a whole different game. Can't pass off."
124,ELAINE,"The only time it wasn't uncomfortable was when we were making fun of you. Jerry (answering phone) Hello? Aha! Boy George, about time. Beautiful, how soon? Okay, here's the plan. We take the dog to the pound, we go right to the movies. Right, you, me and Elaine. Yes, all three of us. I am going. Okay, see you in five minutes. Jerry hangs up the phone and begins singing and dancing."
125,JERRY,"Going to the dog pound, everybody! Going to the dog pound, come on down. (To Elaine) What?"
126,ELAINE,Do you have to?
127,JERRY,What am I supposed to do? I don't want to do it. I like dogs. I'm not sure this is a dog.
128,ELAINE,"You know, the guy might have just lost your number."
129,JERRY,I'm in the book and I have a machine.
130,ELAINE,"Jerry, do you know what they do to dogs at the pound? They keep them there for a week and then if nobody claims them, they kill them."
131,JERRY,Really? How late are they open? Kramer enters.
132,JERRY,What?
133,ELAINE,What is it?
134,KRAMER,I went back with Ellen.
135,JERRY AND ELAINE,"Ohhhhh, that's great."
136,ELAINE,Terrific.
137,JERRY,"Yeah, I really think you guys are good together."
138,ELAINE,"Yes, she understands you and she is not demanding."
139,KRAMER,Do you think that I forgot what you two said about her?
140,JERRY,"I was just trying to be supportive, you know. I knew you were upset."
141,KRAMER,"From now on when we pass each other in the hall, I don't know you, you don't know me."
142,ELAINE,"Oh, Kramer, we didn't mean it."
143,JERRY,What are you doing?
144,KRAMER,I'm getting my pot. Kramer grabs a put from under the counter and walks out.
145,ELAINE,"Kramer, we like her."
146,JERRY,Kramer? What did we say that's so bad?
147,ELAINE,I believe I referred to her personality as a potential science exhibit.
148,JERRY,"I said, ""How come no one's killed her?"" Probably shouldn't have said anything, everyone knows the first break-up never takes. (answers buzzer) Yeah?"
149,GEORGE,Prognosis Negative! Farfel begins barking.
150,JERRY,"Okay, Farfel, put your shoes on."
151,ELAINE,"Jerry, can't you just give it one more day, it's not his fault."
152,JERRY,"It's not my dog, I don't know where this boozehound is."
153,ELAINE,"Alright, I tell you what. How about if you and George go to the movies, and I stay here and watch the dog tonight."
154,JERRY,"I can't let you do that, what about Prognosis Negative?"
155,ELAINE,We'll see it Sunday. George enters.
156,GEORGE,"Tonight's the night, right? Prognosis Negative?"
157,ELAINE,"I'm not going, I'm gonna watch the dog."
158,GEORGE,What does this mean?
159,JERRY,"Well, we'll go see something else tonight. We'll see, uh, Ponce De Leon."
160,GEORGE,"What is with this dog, I thought we were taking it to the pound."
161,JERRY,"She talked me into one more day. Talk amongst yourselves, I'm gonna go to the bathroom."
162,GEORGE,"Uh Jerry, how long will you be in there?"
163,JERRY,"I don't know, regular human time?"
164,GEORGE,Uh why don't you wait then go in the movies?
165,JERRY,Why shouldn't I go here?
166,ELAINE,"Well, you know, I mean, sometimes it's good to get there and make sure you get your seats and then go to the bathroom."
167,GEORGE,And isn't it more fun using the urinal?
168,ELAINE,Yeah.
169,JERRY,"Oh yeah, urinals are fun. Can I go?!"
170,GEORGE,"Hey, go."
171,ELAINE,Who's stopping you?
172,GEORGE,"What, are you doing me a favor?"
173,ELAINE,"Like we care if you go to the bathroom. Elaine and George, left alone together are obviously uncomfortable."
174,GEORGE,How's it going?
175,ELAINE,Good. Good. You?
176,GEORGE,"Things are good. After a pause, George starts whistling, then picks a chew toy off the floor and squeezes it towards Elaine, making a squeaking sound."
177,ELAINE,"Boy, he takes such a long time."
178,GEORGE,I know.
179,ELAINE,You know what he does in there? He gargles.
180,GEORGE,Jerry gargles? Is that why he takes so long?
181,ELAINE,"Yeah, he does it like six times a day."
182,GEORGE,How come we never hear him?
183,ELAINE,"Because he does it quiet. He does it quiet. Lookit, Just like this, watch. Elaine gargles some water and they both break out in laughter."
184,GEORGE,"Wait, wait, did you ever see him throw up?!"
185,ELAINE,We talked about that already.
186,GEORGE,Oh. New scene. Jerry and George are in line outside the Cine 66 theater.
187,GEORGE,I have nothing to say to anybody. I'm so uninteresting. I think I'm out of conversation.
188,JERRY,So what are calling me six times a day?
189,GEORGE,"All I know about is sports. That's it. No matter how depressed I get, I could always read the sports section."
190,JERRY,I could read the sports section if my hair was on fire.
191,GEORGE,Know what? Ponce De Leon is sold out.
192,JERRY,"It is? Oh yeah, you're right. What else is playing?"
193,GEORGE,Nothing except Prognosis Negative.
194,JERRY,"Boy, I know she really wants to see that with me. New scene. Elaine and Farfel are playing 'tug of war' with a jacket."
195,ELAINE,"Gimme the jacket, furface, this is not Seinfeld you're dealing with! When I get through with you, you'll be begging to go to the pound! The phone rings, Farfel begins barking."
196,ELAINE,"Shut up. Shut up! (Answers phone) Hello? No, who's calling? Oh my god, the dog guy. Where have *you* been? Yeah, well you better pick up your dog tonight or he has humped his last leg. Cut back to Jerry and George."
197,GEORGE,"I mean, I could understand if there was something else playing, but it's this or nothing."
198,JERRY,I don't know what to do.
199,GEORGE,"What is this 'saving movies' thing? Something's playing, you go."
200,JERRY,"I know, I know."
201,GEORGE,"So, what? We're gonna do nothing now, this is crazy."
202,JERRY,It is kind of silly.
203,GEORGE,Of course it is.
204,JERRY,"I mean, it's just a movie, for god's sake."
205,GEORGE,Exactly.
206,JERRY,It's not like she's *in* the movie.
207,GEORGE,Right.
208,JERRY,"Am I supposed to ruin the whole night because she wants to see it? I mean, if I could have seen it with her, fine. But I can't control all these circumstances and schedules and peoples' availabilities at movies."
209,GEORGE,"And she'll still see it, you're not stopping her from seeing it."
210,JERRY,"How does sitting next to a person in a movie theater increase the level of enjoyment? You can't talk during a movie. You know, this is stupid, c'mon, let's just go."
211,GEORGE,Good.
212,JERRY,Saving movies.
213,GEORGE,Ridiculous!
214,JERRY,Two for Prognosis Negative. I'm in trouble.
215,GEORGE,"Oh, you're dead. New scene. Jerry's apartment, Gavin has come to collect his dog. Farfel is barking as loud as ever."
216,GAVIN,"Bell's Palsy. The entire side of my, of, of my face was paralyzed. Farfel! I couldn't, I couldn't, I couldn't even feed myself, I was completely incapacitated. Quiet Farfel!"
217,JERRY,"You know it's interesting, because I called the hospital and they said you were released on Monday."
218,GAVIN,"Yes, yes, that's true, but then I was taken to the Bell's Palsy Center in, in, in, in Rockford. Absolutely first rate facility, top notch physicians."
219,KRAMER,"Hey, c'mon, c'mon, get off me!"
220,GAVIN,"He won't hurt you, he's just playing."
221,KRAMER,Hey you keep that mutt away from me.
222,GAVIN,Mutt? I'll wager his parents are more pure than yours.
223,ELLEN,"Kramer, are you coming?"
224,JERRY,"Oh, hi Ellen."
225,ELLEN,Get in here. Kramer sulks off.
226,JERRY,"Listen, it's really been a pleasure taking care of your dog for a week, but if you don't mind..."
227,GAVIN,Pre-prediction. You'll be calling me to ask if you can come and visit him before the month is out.
228,JERRY,Prediction. I never see you or him again for the rest of my life. Farfel barks very loudly and pulls Gavin into the hallway and out of Jerry's apartment. New scene. Jerry and Elaine at in Jerry's apartment.
229,ELAINE,We made plans.
230,JERRY,Why don't we just rent a movie?
231,ELAINE,I thought you wanted to see Prognosis Negative.
232,JERRY,"No, it's supposed to be really bad, *really* bad. I mean it's long, there's no story, it's so unbelievably boring, I heard."
233,ELAINE,"Jerry, you promised me we'd go."
234,JERRY,"Well, George told me the whole story, line for line, I mean I almost feel like I've seen it already and walked out on it."
235,ELAINE,"Wait, George saw the movie? I saw him yesterday, he didn't mention it."
236,JERRY,You and George got together?
237,ELAINE,"Yeah, I wanted to talk about how we have nothing to talk about. Kramer enters."
238,JERRY,"Hello. Kramer, Hi, hi, hi, hi, hi."
239,JERRY,What's up?
240,KRAMER,"Well, you were right."
241,JERRY,About what?
242,KRAMER,"Ellen. We, uh, broke up again."
243,JERRY,Too bad.
244,ELAINE,I thought she was the one.
245,KRAMER,I'll bring back the pot.
246,ELAINE,"Okay, c'mon it's movie time."
247,KRAMER,"Hey, what are you gonna see?"
248,JERRY,Prognosis Negative.
249,KRAMER,"Hey, that's supposed to be great."
250,JERRY,It's not.
251,KRAMER,How do you know?
0,JERRY,Let me speak with the head librarian. ... Because it's absurd. An overdue book from 1971? ... This is a joke right? What are you? From a radio station?
1,KRAMER,enters
2,JERRY,"Ya' got me I fell for it. Alright, OK I can be down there in like a half hour. Bye."
3,KRAMER,What's the problem?
4,JERRY,This you're not goin' to believe. The NYPL says that I took out Tropic of Cancer in 1971 and never returned it.
5,KRAMER,"Do you know how much that comes to? That's a nickel a day for 20 years. It's going to be $50,000"
6,JERRY,It doesn't work like that.
7,KRAMER,"If it's a dime a day it could be $100,000"
