,character,line
158,JERRY,No.
159,USHER,"Ticket, sir?"
160,GEORGE,We've just been through this! You don't remember? We just had this exact same conversation a minute ago!
161,USHER,I need to see your stub.
162,GEORGE,(realizing the only way out is to show the stub) I've got the stub.
163,GEORGE,"There you go, okay? That's my *other* friend's ticket. You happy now? You got two tickets."
164,USHER,"Ticket, sir?"
165,KRAMER,"Uh, no, see, my friend already bought me a ticket. I'm late, and she's inside."
166,USHER,Go ahead.
167,KRAMER,Is that seat taken?
168,WOMAN BEHIND ELAINE,It's all yours.
169,DRIVER,"I'm very sorry, you give me few minutes. I have to stop for gasoline."
170,JERRY,Gasoline? Can't you get it after you drop me off?
171,DRIVER,(taken aback) No! Impossible! It is on `Empty'!
172,MAN,You're soaking wet. Who are you?
173,ROCHELLE,"My name is Rochelle, I'm from Milan. I'm supposed to visit my relatives in Minsk."
174,MAN,"Here, stand by the fire. Take off those wet clothes, you'll catch cold."
175,ROCHELLE,"Oh, my hand's so cold, I can barely get these buttons open."
176,ROCHELLE,"Oh, that's much better. Much..."
177,ELAINE,"I just went to get popcorn... Ugh... (shakes more popcorn) I just went to get popcorn, okay? And and and somebody took my seat, and my coat is in there!"
178,USHER,There's a seat in the front row.
179,ELAINE,"No no, I can't sit in the front row."
180,USHER,"Well, you're going to have to wait, then."
181,ELAINE,I can't stand around here for *two hours*!
182,USHER,"I could let you see ""Rochelle Rochelle""."
183,ELAINE,(heavy sarcasm) Oh. Thanks.
184,ELAINE,"Oh, hey, listen, by the way, have you seen a tall... lanky... doofus, with a, with a bird-face and hair like the Bride of Frankenstein?"
185,USHER,Haven't seen him.
186,JERRY,"Hey, did I make it?"
187,KERNIS,Sorry.
188,JERRY,"Oh, great. That's great. What a night."
189,ANNOUNCER,"Pat Buckles, ladies and gentlemen. Another round of applause for Pat Buckles!"
190,JERRY,You got my spot?
191,BUCKLES,That athlete's foot bit killed!
192,JERRY,Really...
193,BUCKLES,Do you think I need to lose some weight?
194,JERRY,Weight? Naw. Just need some more height.
195,JERRY,"My whole night's ruined. I didn't do any sets, didn't do any movies..."
196,BUCKLES,"Come on, we can still catch most of ""Rochelle Rochelle""."
197,JERRY,"""Rochelle Rochelle"", huh?"
198,BUCKLES,"A young girl's strange, erotic journey from Milan to Minsk."
199,JERRY,(his interest piqued) Minsk?
200,ELAINE,"Oh, gimme a break!"
201,JERRY,Elaine?
202,ELAINE,Jerry!
203,JERRY,Elaine!
204,VOICE,(whispered) Shut up.
205,GEORGE,Jerry?
206,JERRY,George?
207,GEORGE,Elaine?
208,ELAINE,George! (waves hi)
209,JERRY,"Hey, where's Kramer?"
210,VOICE,(whispered) Will you shut up?
211,ELAINE,I don't know. Does this movie stink or what!
212,JERRY,Let's get outta here. (to Buckles) I'll see ya.
213,BUCKLES,You're leaving?
214,JERRY,Yeah.
215,BUCKLES,"(holding out his coat) Jerry, take the coat. Please. One month."
216,JERRY,I don't want the coat.
217,BUCKLES,Jerry! Call me when you get home so I know you're okay!
218,GEORGE,"(studying his jacket) Oh man! Look at this! I sat in gum. Oh, by the way, you owe me seven fifty."
219,JERRY,I didn't even use the ticket!
220,GEORGE,I still paid for it!
221,JERRY,I only have a twenty.
222,ELAINE,That's my coat! Gimme that. Where did you get that?
223,KRAMER,It was on the seat...
224,ELAINE,*YOU* took my seat!?
225,GEORGE,You uh owe me for the ticket.
226,KRAMER,"Yeah, right..."
227,ELAINE,What is that stain (on my coat)?
228,KRAMER,It's yellow mustard. (To George) Can you break a twenty?
229,JERRY,"I always get confused in the movie theater by the, by the plot. It's embarrassing. It's an embarrassment to have to admit, but I'm the one that you see in the parking lot after the movie guy from the (beginning)... Ohhhhhhhhhh..."" Nobody will explain it to you. When you're in the theater, you can't find out. (whispering to imaginary friends seated around him) ""Why did they kill that guy?... Why did they kill him?... Who was that guy? What was the... I thought he was with them? Wasn't he with them? Why would they kill him if he was with them? Oh, he wasn't *really* with them.... I thought he was with them. It's a good thing they killed him."""
230,THE END,
0,THE VISA,"Written by Peter Mehlman (Comedy club) What are lawyers, really? To me a lawyer is basically the person that knows the rules of the country. We're all throwing the dice, playing the game, moving our pieces around the board, but if there's a problem, the lawyer is the only person that has read the inside of the top of the box. I think one of the fun things for them is to say, ""objection."" ""Objection! Objection, your Honor."" Objection, of course, is the adult version of, ""Fraid not."" To which the judge can say two things, he can say, ""overruled"" which is the adult version of ""Fraid so,"" or he could say, ""sustained,"" which is the adult version of ""Duh."" First scene. George is at the counter at Monk's, he's talking with an Oriental woman."
1,GEORGE,So you're a lawyer. What kind of cases do you handle?
2,CHERYL,"Oh, everything. Divorce, patents, immigration and naturalization."
3,GEORGE,"What is that, immigrants come over, you show them how to act natural?"
4,CHERYL,Are your friends as funny as you?
5,GEORGE,"No, they're not funny at all. No, I have no funny friends. I'm the funny one. El Clowno. Quick pan to the front door as Jerry and Elaine are entering."
6,ELAINE,"Look, I was nice enough to pick it up for you"
7,JERRY,"Hey, I've been back four days, I want my mail."
8,ELAINE,"It's mostly bills, magazines and junk mail anyway."
9,JERRY,"Elaine, that's what mail is. Without bills, magazines and junk mail, there is no mail. Cut back to George and Cheryl at the counter."
10,CHERYL,Here's my card.
11,GEORGE,"Oh, ok. Thank you. It was good talking to you."
12,CHERYL,Nice meeting you.
13,GEORGE,"Yeah. Cheryl leaves, George walks over to the booth to meet Jerry and Elaine."
14,ELAINE,Hi!
15,JERRY,"Hey, how ya doin?"
16,GEORGE,You would not believe what just happened. I was waiting for you and this woman was sitting at the counter.
17,ELAINE,"What, the one who just left?"
18,GEORGE,"Yeah, yeah, and we started talking, and she's this lawyer who's incredible! Everything I said was funny! You know, she laughed at everything I said, she thinks I'm hilarious. You know in a way, it was almost too good. I started so good, I can't go any place but down now, ya know? I got no place to go."
19,ELAINE,"Yeah, well, I guess it's all over."
20,JERRY,"Hey, is that Babu? It is! (walking over) Hey, Babu!"
21,BABU,Jerry!
22,JERRY,"Look at you, you got the job."
23,BABU,"Yes, yes, they give me job thanks to you."
24,JERRY,"Oh, I didn't do anything."
25,BABU,"Yes, you do everything, get me job, you get me a place to live in your building."
26,JERRY,Come on.
27,BABU,"You very very good man, you do everything for me. My family and I can never thank you enough for everything you do. Cut back to George and Elaine."
28,GEORGE,"You see, this is what I do with women. I start out too strong, now I have to become real, that's when it all falls apart. What good is real? They don't want real, they want funny."
29,ELAINE,No they don't.
30,GEORGE,"Ooooh, yes they do."
31,ELAINE,Nooo.
32,GEORGE,"Ya gotta put on a show, ya always gotta give them a big show. You always have to be 'on' otherwise why would they like me? They'd just go for a better looking guy with more money. Elaine nods her head in approval."
33,GEORGE,"You mean that's true, I'm right?!"
34,JERRY,"Ok, great, well, I'm glad everything worked out, Babu."
35,BABU,"Oh, yes, yes, everything wonderful."
36,JERRY,"Ok, I'll see you around the building."
37,BABU,I'll see you *in* the building.
38,JERRY,Remember Babu Bhatt?
39,GEORGE,Who's he?
40,JERRY,"Remember that guy who opened the restaurant across the street from the building last year and he wasn't doing so well and I told him he should make it into all Pakistani and that drove him right out of business? So, you uh, going with me to the auto show with me Saturday?"
41,ELAINE,"Yeah, yeah."
42,JERRY,Can you bring my mail then?
43,GEORGE,What mail?
44,ELAINE,I picked up his mail while he was on the road
45,GEORGE,Why didn't Kramer pick it up?
46,JERRY,Cause he's at that baseball fantasy camp in Florida.
47,GEORGE,"Oh yeah, right. When's he coming back?"
48,JERRY,"Monday, I think."
49,GEORGE,"Kramer goes to a fantasy camp. His whole life is a fantasy camp. People should plunk down two-thousand dollars to live like him for a week. Do nothing, fall ass-backwards into money, mooch food off your neighbors and have sex without dating; that's a fantasy camp."
50,JERRY,"Hey listen, if you're gonna go out with this lawyer, why don't you have dinner with us and then maybe you can go to the auto show with her if you want, you know, have a little company, take the pressure off. George has a dream sequence where the four of them are at a dinner table and Cheryl is laughing hysterically at one of Jerry's jokes."
51,JERRY,...he never heard of corduroy!
52,CHERYL,"Stop it, you're killing me!!"
53,JERRY,"He never heard of corduroy! True story, true story. Dream sequence ends."
54,GEORGE,"No, no I don't think so."
55,ELAINE,Why?
56,GEORGE,Well I think I'm better off going one-on-one.
57,JERRY,I don't know why you want to play man-to-man when you could play a zone.
58,GEORGE,She might not be comfortable.
59,ELAINE,"Why? We're all very nice, we're very friendly."
60,JERRY,We'll be funny.
61,GEORGE,"No! No. It's not good, I don't think so."
62,ELAINE,"Alright, well if you change your mind, we'll wind up as Isabella's probably around seven."
63,JERRY,"No, no Isabella's, I don't want to go to Isabella's."
64,ELAINE,Why?
65,JERRY,"No, it's too trendy, no Isabella's. New scene. George and Cheryl are at Isabella's."
66,GEORGE,Excellent. Like I really know what I'm talking about. Cheryl laughs.
67,GEORGE,"Toasting makes me uncomfortable. But toast, I love. Never start the day without a good piece of toast. In fact, let's toast to toast. Just then the headwaiter seats Jerry and Elaine at the next table."
68,JERRY,Look who's here! Georgie-boy! What are you doing here? I thought you said you hated Isabella's?
69,ELAINE,"No, I talked him into it."
70,GEORGE,What happened to the auto show?
71,JERRY,"Oh, we're still going, we're still going. Elaine, do the spokes model."
72,ELAINE,"The turbo quadramatic transmission offers you the power and prestige to propel you well into the 21st century. Jerry and Cheryl laugh, George, unamused, tries pushing Jerry and Elaine away from their table."
73,ELAINE,Hi.
74,GEORGE,"Cheryl, Elaine, and uh, Jerry."
75,JERRY,"Hi, nice to meet you."
76,CHERYL,Would you like to join us?
77,GEORGE,"Oh no no no, they don't want to join us."
78,CHERYL,"Oh no, it's ok, don't be silly."
79,ELAINE,"Ok, well why don't we just put these two tables together?"
80,GEORGE,"No, no, you can't do that, they're round, it makes an 'eight' and, yeah, well alright."
81,ELAINE,"Jerry? Jerry, tell them that funny story you were telling me--"
82,GEORGE,No! No.
83,ELAINE,"No George, it's so funny. We saw this cab driver's picture, right?"
84,GEORGE,"You know we should really order, the service is so slow here, by the time you get anything..."
85,ELAINE,"Oh, Cheryl, can I ask you a legal question? Um, I'm being sued."
86,CHERYL,Oh? What happened?
87,ELAINE,"Well, I ran out to apologize to a virgin and I crossed against the light and I knocked over the delivery boy."
88,CHERYL,Was he Chinese?
89,ELAINE,Yeah.
90,CHERYL,Is your last name Benes?
91,JERRY,How did you know?
92,CHERYL,Ping is my cousin!
93,ELAINE,No!
94,JERRY,That's so funny!
95,CHERYL,I'm handling his case!
96,ELAINE,What? You're Cheryl Fong?
97,CHERYL,"That's right! By now, they're all laughing."
98,ELAINE,"Oh my god, I can't believe it! That is such a coincidence!"
99,CHERYL,"Yeah, I know!"
100,ELAINE,"Wow, well, I guess you don't have any advice for me on how to win the case?"
101,CHERYL,Will you excuse me? I have to make a call.
102,ELAINE,Tell Ping I said hello.
103,JERRY,Tell him you think you may have broken the case wide open. They all laugh as Cheryl walks away.
104,GEORGE,What are you doing? What are you doing?
105,JERRY,What?
106,GEORGE,This is not good. This is not good.
107,JERRY,What's the matter?
108,GEORGE,I just don't think it's such a great idea for you to sit here.
109,JERRY,Why not?
110,ELAINE,"He thinks that if you're too funny, he might not look so funny."
111,JERRY,Biff?
112,GEORGE,What?
113,JERRY,You're not worried about that?
114,GEORGE,"No, of course not."
115,JERRY,"I mean, so what if I'm funny? Who cares?"
116,ELAINE,"He thinks that if a woman sees a guy put on a better show, she'll walk out on his show, go see the other show."
117,JERRY,"Well, should we leave?"
118,GEORGE,"Maybe you don't have to be so funny. I mean, would it kill you not to be so funny all the time? That's all I'm asking. This woman thinks I'm very funny. Now you're gonna be funny, so what am I gonna be? I'm gonna be a short bald guy with glasses who suddenly doesn't seem so funny."
119,ELAINE,This is so ridiculous. Can we just go over there?
120,JERRY,"I don't have to be funny, I don't care."
121,GEORGE,You don't?
122,JERRY,No way! It's completely under my control.
